block,bin,mining_area,pit_name,bench_rl,tonnes_wt,pot_ore_wt,pot_ore_dt,hg_l_wt,hg_l_dt,hg_l_fe,hg_f_wt,hg_f_dt,hg_f_fe,lg_l_wt,lg_l_dt,lg_l_fe,lg_f_wt,lg_f_dt,lg_f_fe
428,68,k7,17s5,1080,0.010970392,0.010970392,0.010518,0.007463,0.00724,55.25082873,0.009835,0.009295,48.32522862,0.005482,0.005263,58.40186206,0.00592,0.005329,55.25220492
429,90,k7,17s5,1080,0.303309978,0.303309978,0.295681,0.109434,0.107246,63.74344964,0.195268,0.188435,62.85943694,0.095804,0.091973,64.97498179,0.141242,0.127118,64.34094306
430,10,k7,17s5,1070,0.209376331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,30,k7,17s5,1070,0.012439708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,51,k7,17s5,1070,0.116461566,0.116461566,0.112868,0.044453,0.043503,62.06946647,0.072415,0.069687,59.70742032,0.039017,0.037457,63.79792829,0.049172,0.044255,62.87366399
433,52,k7,17s5,1070,0.053507307,0.053507307,0.051468,0.021455,0.020812,59.95473765,0.03244,0.030656,57.81220642,0.01755,0.016849,62.64609176,0.020775,0.018698,61.65290405
434,53,k7,17s5,1070,0.136266059,0.136266059,0.132748,0.049131,0.048149,63.30220773,0.087667,0.084599,61.40862185,0.043162,0.041437,64.55498709,0.062492,0.056244,63.66577768
435,54,k7,17s5,1070,0.133171306,0.133171306,0.129023,0.050284,0.049153,62.03877688,0.083885,0.080562,59.49637546,0.044518,0.042739,63.74341936,0.056331,0.050699,62.78660329
436,55,k7,17s5,1070,0.233456009,0.233456009,0.227483,0.086406,0.084679,62.99354031,0.152513,0.147176,60.95010735,0.075543,0.072522,64.30987838,0.108613,0.097753,63.41989504
437,56,k7,17s5,1070,0.00098053,0.00098053,0.000956,0.001149,0.001115,56.24843049,0.001807,0.001708,51.07494145,0.000934,0.000897,58.69119287,0.001188,0.00107,58.24579439
438,57,k7,17s5,1070,0.022129336,0.022129336,0.021189,0.010642,0.010323,58.31686525,0.011497,0.010865,54.00598251,0.00856,0.008218,59.995376,0.007075,0.006368,58.45210427
439,58,k7,17s5,1070,0.026292625,0.026292625,0.025622,0.021484,0.020901,58.62642936,0.033672,0.032008,55.38340415,0.017893,0.017179,60.69590779,0.02305,0.020746,60.44688133
440,59,k7,17s5,1070,0.011050438,0.011050438,0.010635,0.004814,0.004671,58.51316635,0.007385,0.00698,55.92378223,0.003747,0.003598,61.7176209,0.004673,0.004207,60.56667459
441,60,k7,17s5,1070,0.024800074,0.024800074,0.023684,0.015744,0.015273,53.44195639,0.023012,0.021747,50.53520026,0.01233,0.011838,56.40581179,0.01378,0.012403,57.13666049
442,61,k7,17s5,1070,0.045997057,0.045997057,0.04417,0.018459,0.017919,59.96752051,0.027738,0.026251,57.9208792,0.01506,0.014459,62.80399751,0.017833,0.016051,61.71198056
443,62,k7,17s5,1070,0.401934997,0.401934997,0.384324,0.171831,0.166677,57.61919161,0.250002,0.236253,55.16666455,0.131222,0.125974,61.05314589,0.153456,0.138111,59.96051727
444,63,k7,17s5,1070,0.006246113,0.006246113,0.005965,0.003042,0.002951,56.35479498,0.003189,0.003014,51.33045786,0.002217,0.002129,58.74495068,0.00202,0.001818,57.08360836
445,64,k7,17s5,1070,0.039405764,0.039405764,0.037665,0.015814,0.01534,56.48279009,0.023622,0.022324,54.10746282,0.012241,0.011752,59.94043567,0.01413,0.012718,59.31011165
446,65,k7,17s5,1070,0.001982213,0.001982213,0.001893,0.001127,0.001094,51.47166362,0.001684,0.001592,48.65515075,0.000527,0.000506,59.8083004,0.000836,0.000753,55.60823373
447,67,k7,17s5,1070,0.046187948,0.046187948,0.045005,0.016656,0.016324,63.29962019,0.029721,0.028681,61.40242669,0.014511,0.013931,64.58861532,0.021278,0.019151,63.63276069
448,90,k7,17s5,1070,0.507162123,0.507162123,0.494453,0.183001,0.179342,63.71627951,0.326537,0.315109,62.77023506,0.160127,0.153723,64.95058644,0.236043,0.212439,64.29639096
449,10,k7,17s5,1060,0.185805163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,30,k7,17s5,1060,0.014339654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,51,k7,17s5,1060,0.014721465,0.014721465,0.014315,0.00704,0.006888,60.97444832,0.011463,0.011024,58.79744194,0.006092,0.005849,62.67943238,0.008019,0.007218,62.26115267
452,52,k7,17s5,1060,0.00882255,0.00882255,0.008517,0.003576,0.003469,60.29489767,0.005341,0.005048,58.25871632,0.002976,0.002857,62.64963248,0.003457,0.003112,61.90424165
453,53,k7,17s5,1060,0.129651129,0.129651129,0.126362,0.047028,0.046088,63.3248568,0.083915,0.080979,61.4804579,0.040982,0.039343,64.60775742,0.060114,0.054104,63.6671041
454,54,k7,17s5,1060,0.046473073,0.046473073,0.045026,0.017667,0.017266,61.969188,0.02961,0.028425,59.49270009,0.015545,0.014924,63.66349504,0.02009,0.018082,62.74040482
455,55,k7,17s5,1060,0.084999103,0.084999103,0.08282,0.031626,0.030994,63.12750855,0.056135,0.054171,61.09774603,0.027602,0.026499,64.43314842,0.040049,0.036045,63.4868359
456,56,k7,17s5,1060,0.012124843,0.012124843,0.011808,0.01485,0.014406,54.58704706,0.023344,0.022061,48.26911745,0.0119,0.011425,57.27929978,0.01496,0.013465,56.53598218
457,57,k7,17s5,1060,0.001289061,0.001289061,0.001247,0.001169,0.001134,53.19753086,0.001747,0.001651,50.50817686,0.001035,0.000994,54.93259557,0.001156,0.001041,57.64649376
458,58,k7,17s5,1060,0.005568866,0.005568866,0.005423,0.003642,0.003533,57.06113784,0.005724,0.00541,52.58299445,0.002983,0.002864,59.3676676,0.003812,0.003431,58.99825124
459,60,k7,17s5,1060,0.017184385,0.017184385,0.016444,0.00974,0.009448,53.94781964,0.01455,0.01375,51.34749091,0.007745,0.007436,56.80728886,0.008989,0.008091,57.87170931
460,61,k7,17s5,1060,0.048996674,0.048996674,0.04728,0.019809,0.019227,60.21209757,0.031076,0.029407,58.15690142,0.01652,0.015861,62.81539625,0.020093,0.018085,61.89084877
461,62,k7,17s5,1060,0.098905548,0.098905548,0.094627,0.041287,0.040049,57.37726285,0.061767,0.058371,54.98805914,0.031046,0.029805,61.0710619,0.038,0.034201,59.92707816
462,64,k7,17s5,1060,0.069459688,0.069459688,0.066412,0.028819,0.027955,55.70956895,0.04305,0.040683,53.26554089,0.022169,0.021283,59.269088,0.025466,0.02292,58.82190227
463,66,k7,17s5,1060,0.015569108,0.015569108,0.014918,0.006262,0.006075,58.90271605,0.009355,0.008842,56.73105632,0.005076,0.004874,61.65839146,0.005893,0.005305,60.94835061
464,67,k7,17s5,1060,0.046681026,0.046681026,0.0454,0.017451,0.017078,62.63327087,0.030143,0.029014,60.38112635,0.015182,0.014575,64.13084048,0.021103,0.018993,63.14979203
465,90,k7,17s5,1060,0.290958824,0.290958824,0.283664,0.104986,0.102887,63.69172004,0.187331,0.180776,62.68880272,0.091844,0.088171,64.92901294,0.135339,0.121806,64.25691674
466,10,k7,17s5,1050,0.086042471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,30,k7,17s5,1050,0.006455123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,51,k7,17s5,1050,0.013806706,0.013806706,0.013442,0.006853,0.006716,61.45354378,0.011404,0.011005,58.91167651,0.005966,0.005728,63.04451816,0.007997,0.007198,62.35704362
469,52,k7,17s5,1050,0.00245056,0.00245056,0.002372,0.001269,0.001231,58.62388302,0.001896,0.001792,56.41629464,0.001022,0.000982,61.46843177,0.001187,0.001069,60.74649205
470,53,k7,17s5,1050,0.055545734,0.055545734,0.054143,0.020167,0.019764,63.37011739,0.035985,0.034727,61.62363579,0.017581,0.016879,64.64672078,0.025804,0.023225,63.73769645
471,54,k7,17s5,1050,0.028185834,0.028185834,0.027358,0.012337,0.012054,61.22689564,0.019813,0.019008,58.9475484,0.010458,0.01004,63.15527888,0.013621,0.01226,62.3449429
472,55,k7,17s5,1050,0.037394889,0.037394889,0.03646,0.014233,0.01395,63.18623656,0.0254,0.024512,61.01158616,0.012385,0.011891,64.49045497,0.018136,0.016323,63.44054402
473,56,k7,17s5,1050,0.004244111,0.004244111,0.004138,0.006208,0.006022,55.04716041,0.009758,0.009222,48.96757753,0.004993,0.004794,57.67939091,0.006295,0.005666,57.02435581
474,58,k7,17s5,1050,0.011448232,0.011448232,0.011162,0.009812,0.009567,59.05435351,0.01534,0.01465,56.15317406,0.00822,0.007892,61.05663964,0.010612,0.009552,60.82883166
475,59,k7,17s5,1050,0.002047474,0.002047474,0.001987,0.001191,0.001156,58.9083045,0.001873,0.00177,55.89774011,0.000906,0.00087,62.66436782,0.001144,0.00103,60.62330097
476,60,k7,17s5,1050,0.004317284,0.004317284,0.004123,0.002545,0.002469,53.75698663,0.003803,0.003594,51.12687813,0.00141,0.001354,60.66986706,0.002077,0.00187,57.59518717
477,61,k7,17s5,1050,0.006023153,0.006023153,0.005841,0.002303,0.002246,61.55921638,0.003761,0.003594,59.16360601,0.00204,0.001959,63.3884635,0.002468,0.002222,62.63006301
478,62,k7,17s5,1050,0.038926869,0.038926869,0.037291,0.015617,0.015149,57.57238102,0.02343,0.022142,55.26212628,0.011076,0.010634,62.09394395,0.014211,0.012791,60.08513799
479,64,k7,17s5,1050,0.04113947,0.04113947,0.039317,0.018,0.017461,54.97606094,0.02689,0.025412,52.47025028,0.013793,0.013242,58.57045763,0.015758,0.014183,58.29986604
480,66,k7,17s5,1050,0.009210534,0.009210534,0.008827,0.003706,0.003595,57.66286509,0.005536,0.005232,55.38818807,0.002934,0.002817,60.78949237,0.003398,0.003059,60.12258908
481,67,k7,17s5,1050,0.02768587,0.02768587,0.026959,0.010128,0.009914,62.99768005,0.017701,0.017043,61.17936983,0.008784,0.008433,64.40388948,0.012554,0.0113,63.51699115
482,90,k7,17s5,1050,0.040585687,0.040585687,0.039571,0.01477,0.014475,63.56607945,0.026356,0.025434,62.26488165,0.012901,0.012386,64.81753593,0.018984,0.017086,64.05167974
483,10,k7,17s6,1140,0.002438764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,10,k7,17s6,1130,0.108422029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,30,k7,17s6,1130,0.00038748,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,10,k7,17s6,1120,0.239202856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,30,k7,17s6,1120,0.002191656,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,56,k7,17s6,1120,0.004583487,0.004583487,0.00439,0.005251,0.005094,54.53710247,0.007433,0.007025,48.1827758,0.004021,0.003861,57.25459725,0.004725,0.004253,56.17681636
489,57,k7,17s6,1120,0.068207374,0.068207374,0.065138,0.035412,0.03435,58.33266376,0.034583,0.032682,54.31965608,0.028555,0.027414,59.99839498,0.024367,0.021931,58.63107017
490,58,k7,17s6,1120,0.0023408,0.0023408,0.002261,0.001186,0.001151,58.87054735,0.001865,0.001763,55.77878616,0.000987,0.000948,60.88080169,0.001273,0.001146,60.64136126
491,59,k7,17s6,1120,0.139842438,0.139842438,0.135184,0.07084,0.069131,59.90465927,0.06904,0.066053,56.50255098,0.061774,0.059304,61.00032038,0.049381,0.044444,59.76498515
492,63,k7,17s6,1120,0.001828292,0.001828292,0.001746,0.001522,0.001477,56.20243737,0.001596,0.001509,51.08880053,0.0011,0.001056,58.67045455,0.00101,0.000909,57.00330033
493,68,k7,17s6,1120,0.006612574,0.006612574,0.006343,0.006749,0.006547,54.36627463,0.006573,0.006212,48.79797167,0.004411,0.004236,57.4707271,0.004558,0.004103,55.76188155
494,10,k7,17s6,1110,0.205620157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,30,k7,17s6,1110,0.014902062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,51,k7,17s6,1110,0.070647571,0.070647571,0.068397,0.027225,0.026631,61.41466712,0.043443,0.041764,58.79484724,0.023532,0.022592,63.07183959,0.029979,0.026982,62.1940553
497,52,k7,17s6,1110,0.003335313,0.003335313,0.003219,0.00131,0.001271,60.03147128,0.00206,0.001947,57.8510529,0.001064,0.001022,63.01761252,0.001312,0.001181,61.69602032
498,53,k7,17s6,1110,0.006915546,0.006915546,0.006739,0.002493,0.002444,63.1685761,0.00445,0.004295,60.92619325,0.002169,0.002083,64.46759482,0.003175,0.002858,63.40622813
499,54,k7,17s6,1110,0.006518684,0.006518684,0.006282,0.002657,0.002604,61.96274962,0.00381,0.003677,58.53712265,0.002401,0.002305,62.81822126,0.002486,0.002238,61.70956211
500,55,k7,17s6,1110,0.096577661,0.096577661,0.094051,0.034905,0.034208,62.97667212,0.062012,0.059842,60.54476789,0.030319,0.029107,64.308242,0.044152,0.039738,63.20461523
501,56,k7,17s6,1110,0.003310812,0.003310812,0.003228,0.003625,0.003518,55.11426947,0.005701,0.005388,49.08834447,0.002919,0.002803,57.71994292,0.00368,0.003313,57.09206158
502,57,k7,17s6,1110,0.213266076,0.213266076,0.203701,0.10933,0.106051,58.25920548,0.109677,0.103646,54.13329989,0.08782,0.084308,59.95807041,0.074443,0.067,58.53614925
503,58,k7,17s6,1110,0.00736103,0.00736103,0.007177,0.004512,0.004389,58.75643655,0.007076,0.006722,55.60309432,0.00376,0.003611,60.80974799,0.004848,0.004364,60.56049496
504,59,k7,17s6,1110,0.314954755,0.314954755,0.303255,0.156649,0.15255,60.14879056,0.158581,0.151053,56.7480487,0.137734,0.132226,61.15846354,0.107869,0.097083,59.89867433
505,60,k7,17s6,1110,0.001870165,0.001870165,0.001786,0.001496,0.001452,55.73966942,0.001655,0.001564,50.24488491,0.001054,0.001012,58.34486166,0.000973,0.000876,56.53881279
506,62,k7,17s6,1110,0.008976991,0.008976991,0.008573,0.004707,0.004566,59.05891371,0.005248,0.00496,54.89959677,0.003918,0.003762,60.48936736,0.00311,0.002799,58.97106109
507,63,k7,17s6,1110,0.006200011,0.006200011,0.005921,0.003028,0.002938,57.37474472,0.003155,0.002982,52.76123407,0.002326,0.002233,59.38602777,0.002027,0.001825,57.82356164
508,68,k7,17s6,1110,0.005348731,0.005348731,0.005108,0.0027,0.002619,54.61664758,0.002633,0.002489,49.12374448,0.00179,0.001719,57.60442118,0.001817,0.001636,56.00488998
509,90,k7,17s6,1110,0.012712851,0.012712851,0.012395,0.004586,0.004495,63.54883204,0.008184,0.007899,62.17242689,0.004005,0.003845,64.80676203,0.005892,0.005303,64.00622289
510,10,k7,17s6,1100,0.116247298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,30,k7,17s6,1100,0.005969678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,51,k7,17s6,1100,0.107085549,0.107085549,0.103737,0.040464,0.039506,61.55596618,0.067759,0.064915,59.05859971,0.035092,0.033689,63.521743,0.04557,0.041014,62.49283172
513,52,k7,17s6,1100,0.034618359,0.034618359,0.033126,0.01387,0.013454,59.07492196,0.020816,0.019672,56.85481903,0.01072,0.010292,62.64691022,0.013075,0.011768,61.06347723
514,53,k7,17s6,1100,0.072824506,0.072824506,0.070983,0.02627,0.025746,63.01277868,0.046876,0.045237,60.45425205,0.022823,0.021911,64.33257268,0.03334,0.030007,63.16529476
515,54,k7,17s6,1100,0.043662834,0.043662834,0.042242,0.016564,0.016171,61.57275369,0.027529,0.026377,58.7523221,0.014108,0.013545,63.52026578,0.018714,0.016844,62.28538352
516,55,k7,17s6,1100,0.31106196,0.31106196,0.303157,0.112316,0.110071,63.02328497,0.20041,0.193397,60.49284632,0.097589,0.093686,64.34187605,0.142579,0.128322,63.18387338
517,56,k7,17s6,1100,0.011205168,0.011205168,0.010906,0.011613,0.011265,54.61393697,0.018163,0.017165,48.98770754,0.009447,0.00907,57.11201764,0.011737,0.010564,56.93458917
518,57,k7,17s6,1100,0.27973648,0.27973648,0.267209,0.136545,0.13245,57.51653454,0.145246,0.137259,53.17941993,0.1052,0.100993,59.61527037,0.093377,0.08404,58.09349119
519,58,k7,17s6,1100,0.014882064,0.014882064,0.01451,0.009287,0.009056,59.05885601,0.014519,0.013868,56.15835016,0.00778,0.00747,61.06813922,0.010046,0.009042,60.83775713
520,59,k7,17s6,1100,0.047443264,0.047443264,0.0454,0.021619,0.020971,59.51490153,0.025849,0.024428,56.26600622,0.017979,0.01726,61.4094438,0.01624,0.014617,60.03270165
521,60,k7,17s6,1100,0.021393578,0.021393578,0.020441,0.014727,0.014286,54.98565029,0.014692,0.013885,49.55966871,0.009975,0.009577,57.86112561,0.009858,0.008873,56.19159247
522,61,k7,17s6,1100,0.002804681,0.002804681,0.002707,0.001102,0.001069,59.92984097,0.001732,0.001637,57.6951741,0.00089,0.000855,62.96374269,0.001098,0.000989,61.64812942
523,62,k7,17s6,1100,0.027942396,0.027942396,0.026716,0.01263,0.012252,58.99926543,0.015302,0.014462,54.97814963,0.010397,0.009982,60.63193749,0.008599,0.00774,59.11162791
524,63,k7,17s6,1100,0.083467077,0.083467077,0.079711,0.042062,0.040801,56.16543712,0.041174,0.03891,51.29069648,0.030414,0.029198,58.60743887,0.028561,0.025706,57.08009803
525,67,k7,17s6,1100,0.015777512,0.015777512,0.015376,0.005778,0.005663,62.31767614,0.010064,0.009712,59.28408155,0.00499,0.004791,63.75662701,0.007116,0.006405,62.56299766
526,68,k7,17s6,1100,0.016184297,0.016184297,0.015456,0.008178,0.007933,54.08017144,0.007958,0.007521,48.40420157,0.005257,0.005047,57.275213,0.005489,0.004941,55.49544627
527,90,k7,17s6,1100,0.00653335,0.00653335,0.00637,0.002357,0.00231,63.5025974,0.004206,0.004059,62.02094112,0.002057,0.001975,64.76708861,0.003024,0.002722,63.93644379
528,10,k7,17s6,1090,0.236235643,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,30,k7,17s6,1090,0.006745741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,51,k7,17s6,1090,0.133585873,0.133585873,0.129804,0.053706,0.052491,61.49776152,0.089441,0.085874,59.01492885,0.047076,0.045194,63.23870425,0.061146,0.055032,62.45827882
531,52,k7,17s6,1090,0.120916729,0.120916729,0.11571,0.048504,0.04705,59.71198725,0.072654,0.068659,57.59520238,0.038838,0.037286,62.87072896,0.04636,0.041725,61.50454164
532,53,k7,17s6,1090,0.115527479,0.115527479,0.11261,0.041676,0.040844,63.08304769,0.074367,0.071765,60.68363408,0.036231,0.034783,64.39605554,0.052978,0.047681,63.27696567
533,54,k7,17s6,1090,0.10642661,0.10642661,0.102401,0.042378,0.04122,60.93250849,0.064702,0.061501,58.87281508,0.03599,0.034551,63.25510115,0.043009,0.038709,62.29259345
534,55,k7,17s6,1090,0.297090815,0.297090815,0.289602,0.107183,0.105041,63.04570596,0.191253,0.18456,60.56563177,0.093149,0.089424,64.36183799,0.136134,0.122522,63.21924226
535,56,k7,17s6,1090,0.00935493,0.00935493,0.009033,0.01153,0.011185,54.05641484,0.016201,0.015311,49.44614983,0.009293,0.008923,56.23456237,0.010484,0.009437,56.84634948
536,57,k7,17s6,1090,0.144980635,0.144980635,0.138607,0.077995,0.075656,57.45661944,0.084247,0.079615,53.17433901,0.061987,0.059508,59.2575452,0.054968,0.049472,58.15903946
537,58,k7,17s6,1090,0.023718981,0.023718981,0.023042,0.014672,0.014281,58.64806386,0.02298,0.021869,55.42631122,0.012227,0.011739,60.71598944,0.015754,0.014179,60.46195077
538,59,k7,17s6,1090,0.041696869,0.041696869,0.040113,0.02011,0.019523,58.58489986,0.030508,0.028865,55.49703794,0.015839,0.015206,61.58312508,0.01929,0.017362,60.32104596
539,60,k7,17s6,1090,0.002151865,0.002151865,0.002055,0.001578,0.001531,54.75571522,0.00159,0.001503,49.20758483,0.001054,0.001012,57.72727273,0.001048,0.000944,56.06038136
540,61,k7,17s6,1090,0.029404419,0.029404419,0.02828,0.011535,0.01124,61.17064057,0.017858,0.017039,58.84089442,0.010005,0.009606,63.43639392,0.011721,0.01055,62.35601896
541,62,k7,17s6,1090,0.041083792,0.041083792,0.039235,0.016748,0.016247,58.99199852,0.02502,0.023645,56.83429901,0.012888,0.012373,62.6108462,0.015721,0.01415,61.03109541
542,63,k7,17s6,1090,0.062339318,0.062339318,0.059534,0.031734,0.030783,56.39726472,0.032978,0.031165,51.46186427,0.0232,0.022273,58.77843128,0.02114,0.019027,57.13133968
543,67,k7,17s6,1090,0.010073706,0.010073706,0.009811,0.00363,0.003558,62.68802698,0.006478,0.006252,59.36244402,0.003143,0.003018,64.04970179,0.004572,0.004115,62.63475091
544,68,k7,17s6,1090,0.004526723,0.004526723,0.004323,0.003008,0.002918,54.5688828,0.00305,0.002883,48.94068678,0.001987,0.001908,57.61582809,0.001994,0.001795,55.79610028
545,90,k7,17s6,1090,0.024653354,0.024653354,0.024037,0.008895,0.008718,63.54863501,0.015874,0.015319,62.20301586,0.007768,0.007458,64.80665058,0.011428,0.010286,64.0244021
546,10,k7,17s6,1080,0.101298849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,30,k7,17s6,1080,0.00107227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,51,k7,17s6,1080,0.072126642,0.072126642,0.070097,0.028398,0.02778,61.41551476,0.047535,0.045712,58.81171246,0.024526,0.023546,63.22640788,0.032653,0.029388,62.32288689
549,52,k7,17s6,1080,0.104536054,0.104536054,0.100052,0.042345,0.041076,59.88832895,0.06346,0.059971,57.78559637,0.034235,0.032866,62.93598247,0.040646,0.036582,61.62440545
550,53,k7,17s6,1080,0.040122502,0.040122502,0.039053,0.014452,0.014164,63.09891274,0.025789,0.024888,60.72577146,0.012566,0.012064,64.40873674,0.018377,0.01654,63.30006046
551,54,k7,17s6,1080,0.115743392,0.115743392,0.111965,0.044133,0.043095,61.67186449,0.072225,0.069216,59.21669845,0.038409,0.036874,63.55480827,0.048879,0.043992,62.55514639
552,55,k7,17s6,1080,0.098301491,0.098301491,0.095819,0.036133,0.035411,62.79212674,0.063288,0.061074,60.60922815,0.031349,0.030096,64.16091839,0.045147,0.040633,63.21959983
553,56,k7,17s6,1080,0.002706561,0.002706561,0.002632,0.003757,0.003645,54.48065844,0.005806,0.005487,49.97721888,0.003145,0.00302,56.65794702,0.003797,0.003418,57.50672908
554,57,k7,17s6,1080,0.031720354,0.031720354,0.030431,0.020311,0.019703,56.30310105,0.024857,0.023491,52.61014857,0.016466,0.015808,58.22286184,0.016275,0.014648,58.21702622
555,58,k7,17s6,1080,0.01961164,0.01961164,0.019087,0.011451,0.011133,58.60953921,0.017961,0.01705,55.3456305,0.009529,0.009149,60.67613947,0.012273,0.011047,60.42482122
556,59,k7,17s6,1080,0.017256585,0.017256585,0.016604,0.007617,0.007403,58.55788194,0.011755,0.011149,55.88178312,0.005981,0.005743,61.63137733,0.007505,0.006755,60.5749815
557,61,k7,17s6,1080,0.070702135,0.070702135,0.067674,0.02799,0.027164,60.48203505,0.042824,0.040509,58.59564541,0.023396,0.022461,63.15333244,0.027815,0.025035,62.12602357
558,62,k7,17s6,1080,0.102578658,0.102578658,0.097999,0.042541,0.041265,58.79064583,0.063547,0.060053,56.61732137,0.032884,0.03157,62.32001901,0.039947,0.035953,60.90813006
559,63,k7,17s6,1080,0.003150234,0.003150234,0.003016,0.001454,0.001411,56.57547838,0.001697,0.001604,51.180798,0.001068,0.001026,58.86159844,0.00093,0.000837,57.01194743
560,67,k7,17s6,1080,0.064346693,0.064346693,0.062727,0.023214,0.022751,62.72304514,0.041424,0.039975,59.49678549,0.020109,0.019306,64.07976795,0.029262,0.026337,62.69833314
561,68,k7,17s6,1080,0.012602134,0.012602134,0.012035,0.005607,0.00544,55.38161765,0.006976,0.006593,50.44350068,0.004025,0.003865,58.3003881,0.003802,0.003422,56.70718878
562,90,k7,17s6,1080,0.006835901,0.006835901,0.006665,0.002466,0.002417,63.61977658,0.004401,0.004247,62.41911938,0.002155,0.002069,64.86853552,0.003173,0.002856,64.12990196
563,10,k7,17s6,1070,0.022974093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,30,k7,17s6,1070,0.000348731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,51,k7,17s6,1070,0.006708674,0.006708674,0.00653,0.002416,0.002368,62.95945946,0.004311,0.004161,60.23239606,0.002097,0.002014,64.28351539,0.003062,0.002756,63.05297533
566,52,k7,17s6,1070,0.044953849,0.044953849,0.043045,0.018172,0.017628,59.54090084,0.027245,0.025747,57.41340739,0.014471,0.013893,62.74361189,0.017322,0.015591,61.39221346
567,53,k7,17s6,1070,0.108321435,0.108321435,0.105566,0.039069,0.038289,63.21039985,0.069714,0.067275,61.1043181,0.034008,0.032648,64.50839255,0.04981,0.04483,63.48320321
568,54,k7,17s6,1070,0.085026606,0.085026606,0.082046,0.032528,0.031737,61.68327189,0.0533,0.051,59.19615686,0.028833,0.027681,63.56211842,0.035299,0.03177,62.61665093
569,55,k7,17s6,1070,0.040679993,0.040679993,0.039621,0.01477,0.014476,63.09450124,0.026055,0.025144,61.30973592,0.012849,0.012336,64.4210441,0.018664,0.016798,63.57149661
570,57,k7,17s6,1070,0.009769728,0.009769728,0.009356,0.005013,0.004863,54.79230927,0.007489,0.007078,52.25967788,0.004297,0.004126,56.77266117,0.004875,0.004388,58.49726527
571,58,k7,17s6,1070,0.00483492,0.00483492,0.004696,0.00383,0.003729,57.9737195,0.005999,0.00571,54.22119089,0.003173,0.003047,60.15326551,0.004075,0.003668,59.84841876
572,59,k7,17s6,1070,0.002471212,0.002471212,0.00236,0.001262,0.001225,57.84653061,0.001886,0.001783,55.57992148,0.000908,0.000872,62.2293578,0.001153,0.001038,60.27071291
573,60,k7,17s6,1070,0.002098467,0.002098467,0.002004,0.00247,0.002396,52.35434057,0.003691,0.003488,49.59776376,0.002191,0.002104,54.15826996,0.002423,0.002181,57.08344796
574,61,k7,17s6,1070,0.013487073,0.013487073,0.012884,0.005409,0.005247,60.38822184,0.00808,0.007636,58.35450498,0.004491,0.004312,63.12384045,0.005236,0.004713,61.97114365
575,62,k7,17s6,1070,0.002442939,0.002442939,0.002333,0.001255,0.001218,57.79146141,0.001876,0.001773,55.5143824,0.000901,0.000865,62.16416185,0.001145,0.001031,60.21920466
576,63,k7,17s6,1070,0.003187762,0.003187762,0.003048,0.001279,0.001241,54.02739726,0.001912,0.001807,51.4039845,0.000942,0.000905,58.21767956,0.001075,0.000968,57.64152893
577,67,k7,17s6,1070,0.053824644,0.053824644,0.052479,0.019421,0.019034,62.71335505,0.034657,0.033445,59.46290925,0.017101,0.016418,64.09288586,0.024017,0.021616,62.73686158
578,90,k7,17s6,1070,0.017306698,0.017306698,0.016874,0.006244,0.00612,63.59297386,0.011142,0.010753,62.34715893,0.005455,0.005238,64.84116075,0.008029,0.007227,64.09907292
579,10,k7,17s7,1130,0.058319418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,10,k7,17s7,1120,0.383304757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,30,k7,17s7,1120,0.000186432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,56,k7,17s7,1120,0.001464933,0.001464933,0.001399,0.001606,0.001558,55.13350449,0.001554,0.001469,49.90265487,0.001096,0.001053,57.96106363,0.001078,0.000971,56.40576725
583,57,k7,17s7,1120,0.038530932,0.038530932,0.036797,0.020881,0.020255,57.97235251,0.020278,0.019163,53.83275061,0.016551,0.015889,59.76996664,0.01436,0.012924,58.37836583
584,59,k7,17s7,1120,0.042399563,0.042399563,0.040807,0.021566,0.021,59.40380952,0.020796,0.019807,55.83339224,0.018352,0.017618,60.6826541,0.01511,0.013599,59.41951614
