block,bin,mining_area,pit_name,bench_rl,tonnes_wt,pot_ore_wt,pot_ore_dt,hg_l_wt,hg_l_dt,hg_l_fe,hg_f_wt,hg_f_dt,hg_f_fe,lg_l_wt,lg_l_dt,lg_l_fe,lg_f_wt,lg_f_dt,lg_f_fe
2368,10,Tin,s4s4,1240,0.67300322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,55,Tin,s4s4,1240,0.004858307,0.004858307,0.00470156,0.002510828,0.002435503,61.0516185,0.002397946,0.002266059,55.48205056,0.001890049,0.001816015,64.76235053,0.001291191,0.001168523,63.92222489
2370,57,Tin,s4s4,1240,0.094838047,0.094838047,0.09136409,0.047442873,0.04603287,59.35176321,0.047933487,0.0453312,56.54041808,0.036269695,0.03483232,64.73683062,0.024722332,0.0223716,63.99475228
2371,59,Tin,s4s4,1240,0.203036601,0.203036601,0.1941953,0.102349612,0.09929494,62.39594888,0.100293302,0.09490037,58.35413497,0.082490477,0.0790372,66.3524138,0.059098313,0.0533092,65.02740615
2372,60,Tin,s4s4,1240,0.014414263,0.014414263,0.013575,0.007200518,0.006942923,59.79131556,0.007094521,0.006632077,54.81996062,0.005316201,0.005083103,64.30389075,0.003581687,0.00322403,63.60074193
2373,61,Tin,s4s4,1240,0.42477976,0.42477976,0.4132,0.21948629,0.2139718,67.3160809,0.208662013,0.1992282,65.25134996,0.191667749,0.1841818,71.10297543,0.14489664,0.1310617,68.51185358
2374,62,Tin,s4s4,1240,0.256706258,0.256706258,0.2492844,0.132399689,0.1290636,65.6337883,0.125929668,0.1202208,62.46606245,0.114800274,0.1103089,68.79676073,0.086401078,0.07814969,66.77641332
2375,63,Tin,s4s4,1240,0.004504824,0.004504824,0.00438438,0.002250493,0.002149221,66.25977505,0.002416383,0.002235154,63.29872573,0.002044182,0.00192366,69.62233451,0.001596246,0.001411131,67.30532459
2376,64,Tin,s4s4,1240,0.046029852,0.046029852,0.04402501,0.022725607,0.02199077,54.55452447,0.02341422,0.02203423,52.64109524,0.015975759,0.01531962,61.27458122,0.010106839,0.009137616,61.66351267
2377,10,Tin,s4s4,1230,0.59894207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,55,Tin,s4s4,1230,0.019488495,0.019488495,0.01778125,0.009904347,0.009211043,63.64356349,0.009738872,0.008570207,59.42550746,0.007884173,0.007477592,67.02593562,0.00570368,0.005121786,65.49465362
2379,57,Tin,s4s4,1230,0.122171701,0.122171701,0.1131094,0.060703264,0.05762951,59.62414048,0.060340689,0.05547987,55.65997181,0.044754206,0.04280747,64.54765956,0.030171612,0.02722515,63.82029116
2380,59,Tin,s4s4,1230,0.41546915,0.41546915,0.3838891,0.21078624,0.1975919,62.59075397,0.20715049,0.1862971,58.30520711,0.164729992,0.156784,66.44587458,0.11750903,0.1056016,65.07815222
2381,60,Tin,s4s4,1230,0.023243034,0.023243034,0.0216875,0.011883355,0.01123456,60.5952169,0.011427022,0.01045294,54.78773436,0.008629302,0.008246084,64.62767054,0.005810195,0.005239339,63.79340982
2382,61,Tin,s4s4,1230,0.39160646,0.39160646,0.3698672,0.197078575,0.1915518,67.27323888,0.187746892,0.1783153,65.19084453,0.171702772,0.1648777,70.99661143,0.12972911,0.1173058,68.44365752
2383,62,Tin,s4s4,1230,0.19826913,0.19826913,0.185025,0.100658526,0.09577406,65.56799409,0.097579552,0.08925094,62.35722559,0.085740185,0.08183965,68.82122541,0.064342082,0.05797461,66.76726243
2384,63,Tin,s4s4,1230,0.033836182,0.033836182,0.0324297,0.016990688,0.01642948,66.08182365,0.016984249,0.01600021,62.88923708,0.014876567,0.01417325,69.53848271,0.01130591,0.01012899,67.30936648
2385,64,Tin,s4s4,1230,0.069505676,0.069505676,0.06484844,0.0338483,0.03251216,55.80678122,0.034659644,0.03233628,53.6547494,0.024197061,0.02318568,62.24704214,0.015643094,0.01413643,62.38515665
2386,10,Tin,s4s4,1220,0.48683877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,55,Tin,s4s4,1220,0.044610098,0.044610098,0.04040313,0.022504978,0.02092963,63.92248692,0.022128977,0.0194735,59.84984723,0.01807154,0.01713985,67.21301528,0.013150904,0.01180965,65.62661891
2388,57,Tin,s4s4,1220,0.18728866,0.18728866,0.1676579,0.095753406,0.08644141,60.48787265,0.09430408,0.0812164,55.27105363,0.067725239,0.06404883,64.78535205,0.045721796,0.04092111,63.94132515
2389,59,Tin,s4s4,1220,0.33493712,0.33493712,0.3028313,0.17031215,0.1566185,62.98131447,0.16769517,0.1462128,58.50733315,0.13171916,0.1247738,66.66987781,0.094109661,0.08436768,65.21814989
2390,60,Tin,s4s4,1220,0.085083158,0.085083158,0.07577187,0.043304689,0.03897422,60.09803403,0.04306195,0.03679765,54.75808917,0.030206834,0.0285282,64.45825534,0.020271954,0.01808498,63.69014508
2391,61,Tin,s4s4,1220,0.33906723,0.33906723,0.3096375,0.17242118,0.1603517,67.70099725,0.16964296,0.1492858,65.93693439,0.145519675,0.1380283,71.65262486,0.10933735,0.09820403,68.93796517
2392,62,Tin,s4s4,1220,0.22126019,0.22126019,0.2020953,0.112108394,0.1044096,65.83620663,0.11088127,0.0976857,62.81910249,0.094359489,0.08951072,69.11073891,0.070790949,0.06353517,67.00298433
2393,63,Tin,s4s4,1220,0.030643914,0.030643914,0.02818907,0.015701613,0.0146025,65.3299572,0.015439273,0.01358656,62.01987847,0.013022952,0.01235219,68.7199193,0.009679585,0.008693433,66.70309646
2394,64,Tin,s4s4,1220,0.091158876,0.091158876,0.08149221,0.045951,0.0413559,56.13607732,0.046670104,0.04013629,52.05827444,0.0298355,0.02820022,61.9682045,0.018563233,0.01659264,62.09391634
2395,10,Tin,s4s4,1210,0.29332164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,57,Tin,s4s4,1210,0.045802278,0.045802278,0.04128281,0.023615223,0.02138532,61.55227044,0.02303629,0.01989749,56.24382774,0.017141747,0.01621913,65.4351374,0.011805868,0.01057543,64.35900952
2397,59,Tin,s4s4,1210,0.36868504,0.36868504,0.3321204,0.18547702,0.1717464,63.5449826,0.18310845,0.1603739,59.3882421,0.146974926,0.1393068,67.17401448,0.10632605,0.0953744,65.56960778
2398,60,Tin,s4s4,1210,0.003539858,0.003539858,0.00316407,0.001732106,0.001558895,56.77211101,0.001935784,0.001605168,54.76604941,0.001197031,0.001123335,63.22628601,0.000799645,0.000700532,62.98050254
2399,61,Tin,s4s4,1210,0.51610835,0.51610835,0.4705547,0.26131686,0.2435592,67.42274568,0.25711559,0.2269955,65.42329253,0.2209937,0.2097231,71.2528329,0.16620529,0.1492781,68.62532414
2400,62,Tin,s4s4,1210,0.33224642,0.33224642,0.3016001,0.16768373,0.1558989,66.00496219,0.16581258,0.1457011,63.03557077,0.141206454,0.1338953,69.39629696,0.10600723,0.09513996,67.18954896
2401,63,Tin,s4s4,1210,0.085491106,0.085491106,0.07750939,0.043017088,0.0398517,65.09549153,0.043059393,0.03765767,62.04265957,0.035604065,0.03373362,68.7340404,0.026489328,0.02373461,66.73537084
2402,64,Tin,s4s4,1210,0.072057377,0.072057377,0.06440471,0.036725215,0.0331399,59.27356449,0.036287923,0.03126478,54.20134093,0.025450628,0.02406885,63.96695314,0.016877728,0.01510581,63.4659247
2403,10,Tin,s4s4,1200,0.47659281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,57,Tin,s4s4,1200,0.021177663,0.021177663,0.01903126,0.010863603,0.009777243,59.58788178,0.010760473,0.009254007,54.9269846,0.007586186,0.00717295,64.30485365,0.00506853,0.004535761,63.66267976
2405,59,Tin,s4s4,1200,0.24276757,0.24276757,0.2194626,0.122086278,0.1128042,63.05272321,0.12209915,0.1066583,59.12421256,0.096161348,0.09110637,66.86790397,0.069252879,0.06206786,65.38156785
2406,60,Tin,s4s4,1200,0.002609281,0.002609281,0.00235156,0.001307626,0.001176863,56.18615761,0.00136593,0.0011747,54.21230953,0.000874854,0.000827027,62.73586583,0.000555187,0.000496322,62.67933936
2407,61,Tin,s4s4,1200,0.9066252,0.9066252,0.8249578,0.45951033,0.4273446,67.41981296,0.45183318,0.3976132,65.4489187,0.38771213,0.3677525,71.26751552,0.29129525,0.2616342,68.63721562
2408,62,Tin,s4s4,1200,0.33166186,0.33166186,0.3014141,0.16731702,0.1555443,66.09075357,0.16607439,0.1458697,63.20043162,0.141316434,0.1339883,69.50324767,0.1062545,0.09534155,67.26962169
2409,63,Tin,s4s4,1200,0.095014002,0.095014002,0.08634999,0.047947626,0.04455819,65.81315354,0.047662064,0.0417918,62.74675893,0.040137483,0.03804156,69.23672426,0.030056844,0.02694472,67.08895101
2410,64,Tin,s4s4,1200,0.051941014,0.051941014,0.04645002,0.026222445,0.02385271,61.10311994,0.026199836,0.02259729,56.61130162,0.019237845,0.01819594,65.42464967,0.013300727,0.01189421,64.39188479
2411,10,Tin,s4s4,1190,0.52534411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,55,Tin,s4s4,1190,0.007524832,0.007524832,0.00683594,0.00380769,0.003541152,64.61609103,0.003744074,0.003294785,60.90512735,0.003123581,0.002962645,67.85855207,0.002305328,0.002070379,66.06437758
2413,57,Tin,s4s4,1190,0.053159211,0.053159211,0.04749534,0.0272614,0.02453526,60.8357523,0.026697743,0.02296006,55.63291211,0.019375618,0.0183217,64.99702539,0.01316688,0.01178626,64.07021396
2414,59,Tin,s4s4,1190,0.20140904,0.20140904,0.1826875,0.101185449,0.0940752,64.21943296,0.10076653,0.0886123,60.58823662,0.082625006,0.07835968,67.76442936,0.060675743,0.05447739,66.00538315
2415,60,Tin,s4s4,1190,0.008938193,0.008938193,0.00796719,0.004570768,0.004113691,59.68321393,0.004480811,0.003853497,54.08396581,0.003140283,0.002968994,64.04297213,0.002075353,0.001857034,63.42124054
2416,61,Tin,s4s4,1190,0.89379547,0.89379547,0.8132828,0.45270678,0.4209511,67.58370034,0.44617424,0.3923317,65.71058112,0.38220813,0.3624739,71.4742827,0.28736787,0.2580056,68.79862298
2417,62,Tin,s4s4,1190,0.23452601,0.23452601,0.2129938,0.118555199,0.1102377,66.06778806,0.11686465,0.102756,63.14629803,0.099835536,0.09467925,69.49004138,0.074944867,0.06728455,67.25371575
2418,63,Tin,s4s4,1190,0.26353798,0.26353798,0.238925,0.132324781,0.1229282,65.29671792,0.13238907,0.1159968,62.14228324,0.110022099,0.1042614,68.79488478,0.081991386,0.07347625,66.78155186
2419,64,Tin,s4s4,1190,0.049981005,0.049981005,0.04471408,0.025116392,0.02282666,59.98245035,0.025400192,0.0218874,56.23408902,0.018262646,0.01727032,64.86330305,0.012516597,0.01118734,64.1202377
2420,10,Tin,s4s4,1180,0.45641125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,57,Tin,s4s4,1180,0.14704778,0.14704778,0.1316188,0.073461344,0.06611521,58.5261697,0.0765473,0.06550354,55.85594305,0.051909532,0.04903466,64.2035654,0.034763931,0.03101368,63.62737347
2422,59,Tin,s4s4,1180,0.17061955,0.17061955,0.1538813,0.084688806,0.07855386,63.66650856,0.08589617,0.07532739,60.23202184,0.068774427,0.06519128,67.40312508,0.050269758,0.04508646,65.77205219
2423,60,Tin,s4s4,1180,0.016179775,0.016179775,0.0144,0.00828832,0.007459488,60.24795536,0.008070363,0.006940512,54.25941199,0.005721022,0.005409086,64.34203487,0.003802177,0.003402585,63.59300355
2424,61,Tin,s4s4,1180,0.37023705,0.37023705,0.3368797,0.18764559,0.1745104,67.54955006,0.18451056,0.1623693,65.68010702,0.158326112,0.1501754,71.40205387,0.11895328,0.1068409,68.75373569
2425,62,Tin,s4s4,1180,0.11597506,0.11597506,0.1052266,0.057950021,0.05389352,65.94646258,0.058333001,0.05133304,62.97191828,0.049353065,0.04681302,69.25342565,0.037127108,0.03334551,67.10495656
2426,63,Tin,s4s4,1180,0.42932733,0.42932733,0.3883876,0.215393,0.199288,64.79480952,0.21616387,0.1890995,61.83950248,0.177241945,0.1679628,68.59099158,0.13121323,0.1176435,66.65594784
2427,64,Tin,s4s4,1180,0.22930621,0.22930621,0.2053563,0.11391286,0.1034367,59.33293502,0.11779084,0.1019195,56.77595553,0.082953086,0.07850684,64.86334184,0.056383088,0.05049684,64.12365605
2428,10,Tin,s4s4,1170,0.84914496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,55,Tin,s4s4,1170,0.001827004,0.001827004,0.00165782,0.000906635,0.000829669,61.47976621,0.000951757,0.000828144,59.18396278,0.000710462,0.000672963,66.04786565,0.000505838,0.000453543,64.96341031
2430,57,Tin,s4s4,1170,0.062908065,0.062908065,0.0561172,0.032196578,0.02897692,60.10076295,0.031558453,0.02714027,54.72734796,0.02252819,0.02130123,64.36097822,0.015115516,0.0135282,63.65787762
2431,59,Tin,s4s4,1170,0.14792125,0.14792125,0.1337656,0.073509061,0.06792529,62.85164186,0.075165279,0.06584033,59.70143224,0.058754309,0.0556974,66.95741632,0.042424767,0.03807421,65.50499669
2432,60,Tin,s4s4,1170,0.032724729,0.032724729,0.02944688,0.016514901,0.01486341,57.50119253,0.016957512,0.01458346,54.57782995,0.011243417,0.01062967,63.34823188,0.007282777,0.006513206,63.07194951
2433,61,Tin,s4s4,1170,0.17535643,0.17535643,0.1595391,0.088814699,0.08259767,67.6171737,0.0874334,0.07694139,65.76737176,0.074976724,0.07111694,71.52977898,0.056337093,0.05060051,68.8417765
2434,62,Tin,s4s4,1170,0.14127944,0.14127944,0.1280703,0.07047958,0.06554601,65.47341326,0.071050352,0.06252431,62.48510379,0.059811109,0.05673251,68.80270237,0.04488281,0.04031057,66.77142
2435,63,Tin,s4s4,1170,0.2242279,0.2242279,0.2036203,0.113164275,0.1050288,66.02875592,0.11220509,0.09859147,63.44416003,0.094652653,0.08976529,69.71901946,0.070690178,0.06347981,67.48739481
2436,64,Tin,s4s4,1170,0.068482209,0.068482209,0.06139065,0.034294488,0.03120586,59.78082322,0.034932847,0.03018477,56.23441888,0.025107391,0.02374761,64.73291418,0.017245396,0.01541716,64.02742788
2437,10,Tin,s4s4,1160,0.41341661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,55,Tin,s4s4,1160,0.017380257,0.017380257,0.01566251,0.008709394,0.007838455,57.55930218,0.009097727,0.007824045,55.5372317,0.006061975,0.005731677,63.35955428,0.003983609,0.003563097,63.1373774
2439,57,Tin,s4s4,1160,0.041314735,0.041314735,0.03692815,0.020822625,0.01886347,59.47723298,0.020911569,0.01806465,55.41895359,0.014812674,0.0140147,64.32369583,0.009969291,0.008926771,63.69104797
2440,59,Tin,s4s4,1160,0.101008673,0.101008673,0.09107657,0.050592234,0.04650117,62.80272088,0.051068201,0.04457539,59.1189892,0.039755778,0.03767046,66.77019606,0.02853514,0.02559893,65.35913806
2441,60,Tin,s4s4,1160,0.046857302,0.046857302,0.04185626,0.023837211,0.02145349,58.83122047,0.023724139,0.02040276,53.93731044,0.016187815,0.01530398,63.66722905,0.010551127,0.009438624,63.20738065
2442,61,Tin,s4s4,1160,0.24752323,0.24752323,0.225211,0.125294089,0.1165235,67.6576742,0.12350841,0.1086874,65.80059878,0.105834758,0.1003865,71.49540028,0.079532722,0.0714341,68.83418423
2443,62,Tin,s4s4,1160,0.097768263,0.097768263,0.08862814,0.049169742,0.04572786,65.91115351,0.048750306,0.04290027,62.9771794,0.041577866,0.03943755,69.23193758,0.031231182,0.02805063,67.07731698
2444,63,Tin,s4s4,1160,0.22048422,0.22048422,0.2001172,0.111346871,0.103245,65.6244467,0.11042629,0.09687215,62.82360823,0.092566611,0.08776129,69.25152308,0.068967267,0.06189372,67.13797458
2445,64,Tin,s4s4,1160,0.039488142,0.039488142,0.03537969,0.02004887,0.01830033,61.41424772,0.019664322,0.01707936,56.35653209,0.014708212,0.0139262,65.46889317,0.010149113,0.009097155,64.45007258
2446,10,Tin,s4s4,1150,0.25746425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,55,Tin,s4s4,1150,0.00371157,0.00371157,0.00335469,0.00186543,0.001678887,59.98307212,0.001948606,0.001675801,57.87583967,0.00138725,0.001312062,65.03569953,0.000961295,0.000860465,64.23138737
2448,57,Tin,s4s4,1150,0.058127076,0.058127076,0.0519422,0.029743983,0.02689392,60.75823086,0.029031121,0.02504827,55.15486698,0.021059689,0.01992158,64.82608307,0.014236743,0.01274836,63.96360787
2449,59,Tin,s4s4,1150,0.052585657,0.052585657,0.0475,0.026446844,0.02439817,62.49448217,0.02640829,0.02310183,58.74370126,0.020563891,0.01949033,66.53976613,0.014656471,0.01315107,65.17354101
2450,61,Tin,s4s4,1150,0.084725031,0.084725031,0.0770922,0.042941172,0.03993529,67.50928815,0.042223739,0.03715689,65.60837035,0.036231644,0.03436642,71.28473085,0.027221501,0.02444968,68.67766776
2451,62,Tin,s4s4,1150,0.043211581,0.043211581,0.03920469,0.021539334,0.02003158,65.29999131,0.021787614,0.0191731,62.34792496,0.018260787,0.01732084,68.68823914,0.013685552,0.01229123,66.68941188
2452,63,Tin,s4s4,1150,0.18168567,0.18168567,0.1652094,0.091909666,0.08547599,66.9817337,0.09060612,0.07973339,64.76541384,0.077529762,0.07353846,70.64949416,0.058212218,0.05228435,68.18191294
2453,64,Tin,s4s4,1150,0.040159167,0.040159167,0.03585,0.020495111,0.01852863,58.98137099,0.02007784,0.01732137,52.74618001,0.013773895,0.01302638,63.4179181,0.008905461,0.007969586,63.06601121
2454,10,Tin,s4s4,1140,0.18632445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,57,Tin,s4s4,1140,0.037228325,0.037228325,0.03331407,0.018796956,0.01691726,58.60834438,0.019066046,0.0163968,55.10166008,0.013067172,0.01235511,63.9486334,0.008645336,0.007734634,63.45743056
2456,59,Tin,s4s4,1140,0.039619806,0.039619806,0.03581251,0.019805097,0.01841874,63.58214514,0.019765637,0.01739376,60.00186274,0.015962969,0.01514008,67.31166546,0.011609804,0.01042539,65.69029072
2457,61,Tin,s4s4,1140,0.03510989,0.03510989,0.03195,0.017796495,0.01655074,67.63800289,0.017499159,0.01539926,65.83777402,0.015015802,0.01424278,71.56018699,0.01128165,0.0101329,68.86819173
2458,62,Tin,s4s4,1140,0.017344872,0.017344872,0.01574219,0.008768568,0.008154768,66.70509817,0.008622067,0.007587419,64.17530125,0.007398484,0.007017606,70.27410772,0.005558618,0.004992613,67.86229976
2459,63,Tin,s4s4,1140,0.21874638,0.21874638,0.1986172,0.110569885,0.1026101,66.34527205,0.10927292,0.09600704,63.97546472,0.092085167,0.08732905,70.17556014,0.06863396,0.06163246,67.85713243
2460,64,Tin,s4s4,1140,0.059987984,0.059987984,0.05341876,0.030684211,0.02761579,59.42792149,0.030003442,0.02580296,53.40348549,0.020717671,0.01958596,63.83276592,0.01349923,0.01207692,63.2916588
2461,10,Tin,s4s4,1130,0.023254364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,57,Tin,s4s4,1130,0.005436312,0.005436312,0.00485313,0.002698661,0.002428795,56.7394531,0.002818988,0.00242433,54.74617729,0.001849366,0.00174847,63.05901731,0.001199116,0.001072321,62.90620066
2463,61,Tin,s4s4,1130,0.017548077,0.017548077,0.01596875,0.008894766,0.008272132,67.24926536,0.008746157,0.007696618,65.14501564,0.007504964,0.007118604,71.01500519,0.005638618,0.005064467,68.4441423
2464,63,Tin,s4s4,1130,0.26653553,0.26653553,0.2418141,0.134484085,0.1250702,66.23874432,0.13266352,0.1167439,63.59813232,0.112314841,0.1065311,69.91671916,0.083794177,0.07525843,67.62915463
2465,64,Tin,s4s4,1130,0.008277183,0.008277183,0.00742344,0.003994768,0.003715134,61.10099932,0.004213982,0.003708304,58.95123485,0.003152029,0.002989437,66.00219372,0.002231457,0.002003247,64.85246203
2466,10,Tin,m5,1330,0.009480019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,10,Tin,m5,1320,0.152556183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,10,Tin,m5,1310,0.262253731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,10,Tin,m5,1300,0.52389892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,10,Tin,m5,1290,0.67858615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,10,Tin,m5,1280,0.96676363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,10,Tin,m5,1270,1.00176855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,10,Tin,m5,1260,1.11510581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,10,Tin,m5,1250,1.15775531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,55,Tin,m5,1250,0.003634615,0.003634615,0.00354375,0.001594578,0.001554714,56.92813598,0.00208276,0.001989036,53.02794922,0.001652262,0.001587742,60.96635977,0.000896739,0.000813432,61.85789993
2476,10,Tin,m5,1240,1.34725373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,55,Tin,m5,1240,0.022875005,0.022875005,0.02230313,0.01003572,0.009784827,57.90674684,0.013108168,0.0125183,54.23580678,0.01039876,0.009992692,61.1491578,0.005643759,0.005119459,62.02946444
2478,10,Tin,m5,1230,1.31763515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,55,Tin,m5,1230,0.0315,0.0315,0.0307125,0.013819682,0.01347419,59.64821633,0.018050587,0.01723831,56.3852547,0.014319606,0.01376043,61.23718518,0.007771734,0.007049747,62.11208714
2480,10,Tin,m5,1220,1.51173375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,55,Tin,m5,1220,0.033519231,0.033519231,0.03268125,0.014705559,0.01433792,59.21875,0.019207676,0.01834333,55.85518006,0.015237531,0.01464251,61.2371786,0.008269923,0.007501654,62.11208888
2482,10,Tin,m5,1210,1.49930221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,55,Tin,m5,1210,0.014538462,0.014538462,0.014175,0.006378314,0.006218856,58.31070859,0.008331041,0.007956144,54.73441657,0.006609048,0.006350967,61.23719427,0.003586955,0.00325373,62.1120683
2484,57,Tin,m5,1210,0.026423077,0.026423077,0.0257625,0.011592328,0.01130252,52.90865223,0.01514134,0.01445998,48.0668438,0.012011683,0.01154263,56.24646203,0.006519147,0.005913524,57.42793975
2485,10,Tin,m5,1200,1.59170063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,55,Tin,m5,1200,0.046836543,0.046836543,0.04566563,0.020548123,0.02003442,59.01009363,0.026838953,0.0256312,55.597592,0.021291455,0.02046003,61.21364436,0.011555595,0.01048209,62.08998396
2487,57,Tin,m5,1200,0.050689108,0.050689108,0.04942188,0.022238328,0.02168237,53.19031084,0.029046607,0.02773951,48.41455383,0.023042794,0.02214298,56.57725383,0.012506106,0.0113443,57.73837963
2488,10,Tin,m5,1190,1.56865147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,55,Tin,m5,1190,0.088862205,0.088862205,0.08664065,0.03898561,0.03801097,59.05779305,0.0509211,0.04862965,55.65649763,0.040395918,0.03881847,61.15676378,0.021924232,0.01988749,62.0366371
2490,57,Tin,m5,1190,0.061104194,0.061104194,0.05957659,0.026807621,0.02613743,53.68997641,0.035014796,0.03343913,49.03123975,0.027777378,0.02669268,57.16394907,0.015075722,0.0136752,58.28908535
2491,10,Tin,m5,1180,1.65273795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,54,Tin,m5,1180,0.007182697,0.007182697,0.00700313,0.003013283,0.002937951,63.26446561,0.004256727,0.004065174,60.71066085,0.003265185,0.00313768,61.23718799,0.001772126,0.001607497,62.11210348
2493,55,Tin,m5,1180,0.072150686,0.072150686,0.07034692,0.031105374,0.03032774,60.30103133,0.041904848,0.04001913,57.19369711,0.032799001,0.03151821,61.22717629,0.01780113,0.01614742,62.10267646
2494,57,Tin,m5,1180,0.053524081,0.053524081,0.05218598,0.023482062,0.02289501,54.0828329,0.030671121,0.02929092,49.51609577,0.024331529,0.02338139,57.62523101,0.013205544,0.01197876,58.72201296
2495,10,Tin,m5,1170,1.45052102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,54,Tin,m5,1170,0.045054492,0.045054492,0.04392813,0.018901262,0.01842873,63.44810521,0.026700942,0.0254994,60.93978682,0.02048135,0.01968156,61.71365481,0.01111592,0.01008326,62.55207145
2497,55,Tin,m5,1170,0.081666707,0.081666707,0.07962504,0.035556554,0.03466764,61.41819864,0.04707577,0.04495736,58.57016515,0.037124906,0.03567519,61.25719302,0.020148939,0.01827712,62.1298651
2498,57,Tin,m5,1170,0.033230799,0.033230799,0.03240003,0.014579005,0.01421453,54.1843311,0.019042377,0.01818547,49.64140602,0.0151064,0.0145165,57.74444253,0.008198753,0.007437096,58.83390506
2499,60,Tin,m5,1170,0.014721159,0.014721159,0.01435313,0.006458465,0.006297003,58.96019106,0.00843573,0.008056122,55.53602589,0.006692098,0.006430774,61.23718545,0.003632028,0.003294616,62.1120944
2500,10,Tin,m5,1160,1.51155966,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,54,Tin,m5,1160,0.129833333,0.129833333,0.1265875,0.054467682,0.05310599,63.57166113,0.07694399,0.07348151,61.0939405,0.059021013,0.05671626,61.66191142,0.032032701,0.02905689,62.5042804
2502,55,Tin,m5,1160,0.089634675,0.089634675,0.08739381,0.039232564,0.03825175,60.80087839,0.051457592,0.049142,57.80676407,0.04074706,0.0391559,61.2141976,0.022114807,0.02006036,62.09051084
2503,57,Tin,m5,1160,0.008326923,0.008326923,0.00811875,0.003653188,0.003561858,53.5081129,0.004771615,0.004556892,48.8067525,0.003785341,0.003637525,56.95039897,0.002054433,0.001863578,58.0886338
2504,58,Tin,m5,1160,0.030160266,0.030160266,0.02940626,0.012652831,0.01233651,65.31335848,0.017874073,0.01706974,63.29006769,0.013710574,0.01317518,63.23856676,0.007441191,0.006749911,63.96025074
2505,60,Tin,m5,1160,0.033679497,0.033679497,0.03283751,0.014775867,0.01440647,60.05008861,0.019299508,0.01843103,56.88124863,0.015310376,0.01471251,61.23720562,0.008309462,0.00753752,62.11208726
2506,10,Tin,m5,1150,1.44128161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2507,54,Tin,m5,1150,0.151307692,0.151307692,0.147525,0.063476605,0.06188969,63.57241408,0.089670482,0.08563531,61.09489182,0.068783057,0.0660971,61.69571736,0.037330898,0.03386289,62.53550716
2508,55,Tin,m5,1150,0.177118665,0.177118665,0.1726907,0.076749036,0.07483031,61.24401997,0.102471529,0.09786031,58.36234322,0.080516453,0.07737231,61.2618261,0.04369901,0.03963941,62.13482996
2509,57,Tin,m5,1150,0.005294872,0.005294872,0.0051625,0.002322966,0.002264892,56.3160186,0.003034145,0.002897608,52.27242608,0.002406999,0.002313006,60.24757394,0.00130636,0.001185,61.18327426
2510,58,Tin,m5,1150,0.0524872,0.0524872,0.05117502,0.022019426,0.02146894,65.92752134,0.031105822,0.02970606,64.10728989,0.023860183,0.02292845,63.92355349,0.012949729,0.01174671,64.59278385
2511,60,Tin,m5,1150,0.020782061,0.020782061,0.02026251,0.009117502,0.008889564,60.40157875,0.011908838,0.01137294,57.31504782,0.009447326,0.009078411,61.23718126,0.005127384,0.004651054,62.1120933
2512,10,Tin,m5,1140,1.47781207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,54,Tin,m5,1140,0.261775691,0.261775691,0.2552313,0.109962975,0.1072139,63.44732353,0.154991938,0.1480173,60.94898367,0.119000743,0.1143538,61.60432797,0.06458574,0.05858578,62.45111015
2514,55,Tin,m5,1140,0.253218049,0.253218049,0.2468876,0.110253948,0.1074976,61.38240296,0.145958011,0.1393899,58.52935543,0.11511053,0.1106155,61.25426364,0.062474375,0.05667056,62.12783145
